pid_key;x;y;z;class;step
-1:6.282:18.846:0.818;6.282051;18.846275;0.817809;-1;2
-1:7.179:18.846:0.794;7.179487;18.846275;0.793605;-1;2
-1:8.077:18.846:0.433;8.076923;18.846275;0.432701;-1;2
-1:8.974:18.846:0.581;8.974359;18.846275;0.580787;-1;2
-1:9.872:18.846:0.938;9.871795;18.846275;0.938209;-1;2
-1:10.769:18.846:1.035;10.769231;18.846275;1.035393;-1;2
-1:11.667:18.846:0.925;11.666667;18.846275;0.924763;-1;2
-1:12.564:18.846:0.815;12.564103;18.846275;0.814571;-1;2
-1:13.462:18.846:0.843;13.461538;18.846275;0.842618;-1;2
-1:14.359:18.846:0.965;14.358974;18.846275;0.96478;-1;2
-1:15.256:18.846:1.189;15.25641;18.846275;1.189412;-1;2
-1:16.154:18.846:0.944;16.153846;18.846275;0.943666;-1;2
-1:17.051:18.846:0.867;17.051282;18.846275;0.867486;-1;2
-1:17.949:18.846:0.988;17.948718;18.846275;0.988201;-1;2
-1:18.846:18.846:0.931;18.846154;18.846275;0.930558;-1;2
-1:19.744:18.846:0.857;19.74359;18.846275;0.857422;-1;2
-1:20.641:18.846:0.875;20.641026;18.846275;0.875077;-1;2
-1:21.538:18.846:0.905;21.538462;18.846275;0.905395;-1;2
-1:22.436:18.846:0.929;22.435897;18.846275;0.928781;-1;2
-1:23.333:18.846:0.914;23.333333;18.846275;0.914214;-1;2
-1:24.231:18.846:0.473;24.230769;18.846275;0.472763;-1;2
-1:25.128:18.846:0.009;25.128205;18.846275;0.009105;-1;2
-1:26.026:18.846:0.740;26.025641;18.846275;0.739553;-1;2
-1:26.923:18.846:0.699;26.923077;18.846275;0.698828;-1;2
-1:27.821:18.846:0.326;27.820513;18.846275;0.326432;-1;2
-1:28.718:18.846:-0.048;28.717949;18.846275;-0.047716;-1;2
-1:29.615:18.846:-0.176;29.615385;18.846275;-0.175944;-1;2
-1:30.513:18.846:-0.252;30.512821;18.846275;-0.252464;-1;2
-1:31.410:18.846:-0.256;31.410256;18.846275;-0.256377;-1;2
-1:32.308:18.846:-0.212;32.307692;18.846275;-0.212178;-1;2
-1:33.205:18.846:-0.253;33.205128;18.846275;-0.252957;-1;2
-1:34.103:18.846:-0.121;34.102564;18.846275;-0.120887;-1;2
-1:35.000:18.846:-0.107;35;18.846275;-0.106972;-1;2
-1:0.000:19.616:-0.466;0;19.615512;-0.466249;-1;2
-1:0.897:19.616:-0.145;0.897436;19.615512;-0.144824;-1;2
-1:1.795:19.616:0.074;1.794872;19.615512;0.074357;-1;2
-1:2.692:19.616:0.309;2.692308;19.615512;0.308653;-1;2
-1:3.590:19.616:0.566;3.589744;19.615512;0.565691;-1;2
-1:4.487:19.616:0.808;4.487179;19.615512;0.808172;-1;2
-1:5.385:19.616:0.867;5.384615;19.615512;0.86727;-1;2
-1:6.282:19.616:0.835;6.282051;19.615512;0.83509;-1;2
-1:7.179:19.616:0.513;7.179487;19.615512;0.513348;-1;2
-1:8.077:19.616:0.612;8.076923;19.615512;0.61239;-1;2
-1:8.974:19.616:0.902;8.974359;19.615512;0.901616;-1;2
-1:9.872:19.616:1.095;9.871795;19.615512;1.095128;-1;2
-1:10.769:19.616:0.982;10.769231;19.615512;0.982329;-1;2
-1:11.667:19.616:0.823;11.666667;19.615512;0.82264;-1;2
-1:12.564:19.616:0.908;12.564103;19.615512;0.907862;-1;2
-1:13.462:19.616:0.915;13.461538;19.615512;0.914791;-1;2
-1:14.359:19.616:0.943;14.358974;19.615512;0.942858;-1;2
-1:15.256:19.616:1.197;15.25641;19.615512;1.196787;-1;2
-1:16.154:19.616:1.024;16.153846;19.615512;1.023579;-1;2
-1:17.051:19.616:0.926;17.051282;19.615512;0.926455;-1;2
-1:17.949:19.616:1.067;17.948718;19.615512;1.067161;-1;2
-1:18.846:19.616:1.058;18.846154;19.615512;1.058138;-1;2
-1:19.744:19.616:1.055;19.74359;19.615512;1.054542;-1;2
-1:20.641:19.616:1.076;20.641026;19.615512;1.076464;-1;2
-1:21.538:19.616:1.094;21.538462;19.615512;1.09417;-1;2
-1:22.436:19.616:1.019;22.435897;19.615512;1.019245;-1;2
-1:23.333:19.616:0.847;23.333333;19.615512;0.847026;-1;2
-1:24.231:19.616:-0.521;24.230769;19.615512;-0.521301;-1;2
-1:25.128:19.616:-1.022;25.128205;19.615512;-1.021885;-1;2
-1:26.026:19.616:-0.142;26.025641;19.615512;-0.141942;-1;2
-1:26.923:19.616:0.616;26.923077;19.615512;0.615611;-1;2
-1:27.821:19.616:0.453;27.820513;19.615512;0.45288;-1;2
-1:28.718:19.616:0.157;28.717949;19.615512;0.157353;-1;2
-1:29.615:19.616:0.049;29.615385;19.615512;0.049325;-1;2
-1:30.513:19.616:-0.161;30.512821;19.615512;-0.161299;-1;2
-1:31.410:19.616:-0.252;31.410256;19.615512;-0.251997;-1;2
-1:32.308:19.616:-0.194;32.307692;19.615512;-0.194059;-1;2
-1:33.205:19.616:-0.094;33.205128;19.615512;-0.094268;-1;2
-1:34.103:19.616:-0.057;34.102564;19.615512;-0.057155;-1;2
-1:35.000:19.616:-0.110;35;19.615512;-0.110328;-1;2
-1:0.000:20.385:0.303;0;20.38475;0.302907;-1;2
-1:0.897:20.385:0.157;0.897436;20.38475;0.157151;-1;2
-1:1.795:20.385:0.052;1.794872;20.38475;0.051883;-1;2
-1:2.692:20.385:0.145;2.692308;20.38475;0.144535;-1;2
-1:3.590:20.385:0.451;3.589744;20.38475;0.450604;-1;2
-1:4.487:20.385:0.750;4.487179;20.38475;0.750006;-1;2
-1:5.385:20.385:0.827;5.384615;20.38475;0.827253;-1;2
-1:6.282:20.385:0.572;6.282051;20.38475;0.571613;-1;2
-1:7.179:20.385:0.674;7.179487;20.38475;0.674085;-1;2
-1:8.077:20.385:0.877;8.076923;20.38475;0.876701;-1;2
-1:8.974:20.385:1.132;8.974359;20.38475;1.132226;-1;2
-1:9.872:20.385:0.945;9.871795;20.38475;0.944848;-1;2
-1:10.769:20.385:0.840;10.769231;20.38475;0.839535;-1;2
-1:11.667:20.385:0.725;11.666667;20.38475;0.725478;-1;2
-1:12.564:20.385:0.947;12.564103;20.38475;0.946959;-1;2
-1:13.462:20.385:0.980;13.461538;20.38475;0.980029;-1;2
-1:14.359:20.385:1.001;14.358974;20.38475;1.001371;-1;2
-1:15.256:20.385:1.150;15.25641;20.38475;1.149564;-1;2
-1:16.154:20.385:1.045;16.153846;20.38475;1.044891;-1;2
-1:17.051:20.385:0.886;17.051282;20.38475;0.88647;-1;2
-1:17.949:20.385:1.000;17.948718;20.38475;0.999835;-1;2
-1:18.846:20.385:1.101;18.846154;20.38475;1.101392;-1;2
-1:19.744:20.385:1.149;19.74359;20.38475;1.149372;-1;2
-1:20.641:20.385:1.096;20.641026;20.38475;1.096154;-1;2
-1:21.538:20.385:1.034;21.538462;20.38475;1.0339;-1;2
-1:22.436:20.385:0.994;22.435897;20.38475;0.993603;-1;2
-1:23.333:20.385:0.933;23.333333;20.38475;0.932911;-1;2
-1:24.231:20.385:-0.411;24.230769;20.38475;-0.410782;-1;2
-1:25.128:20.385:-1.029;25.128205;20.38475;-1.029367;-1;2
-1:26.026:20.385:-0.365;26.025641;20.38475;-0.365072;-1;2
-1:26.923:20.385:0.573;26.923077;20.38475;0.57268;-1;2
-1:27.821:20.385:0.506;27.820513;20.38475;0.505968;-1;2
-1:28.718:20.385:0.338;28.717949;20.38475;0.338166;-1;2
-1:29.615:20.385:0.241;29.615385;20.38475;0.240529;-1;2
-1:30.513:20.385:0.141;30.512821;20.38475;0.140754;-1;2
-1:31.410:20.385:0.096;31.410256;20.38475;0.095675;-1;2
-1:32.308:20.385:0.389;32.307692;20.38475;0.388796;-1;2
-1:33.205:20.385:0.136;33.205128;20.38475;0.136096;-1;2
-1:34.103:20.385:-0.009;34.102564;20.38475;-0.008661;-1;2
-1:35.000:20.385:-0.158;35;20.38475;-0.158411;-1;2
-1:0.000:21.154:-0.604;0;21.153987;-0.603992;-1;2
-1:0.897:21.154:-0.435;0.897436;21.153987;-0.435324;-1;2
-1:1.795:21.154:-0.241;1.794872;21.153987;-0.241346;-1;2
-1:2.692:21.154:0.101;2.692308;21.153987;0.100539;-1;2
-1:3.590:21.154:0.494;3.589744;21.153987;0.494044;-1;2
-1:4.487:21.154:0.515;4.487179;21.153987;0.514822;-1;2
-1:5.385:21.154:0.301;5.384615;21.153987;0.300504;-1;2
-1:6.282:21.154:0.466;6.282051;21.153987;0.465734;-1;2
-1:7.179:21.154:0.779;7.179487;21.153987;0.778598;-1;2
-1:8.077:21.154:1.201;8.076923;21.153987;1.201316;-1;2
-1:8.974:21.154:1.045;8.974359;21.153987;1.045313;-1;2
-1:9.872:21.154:0.897;9.871795;21.153987;0.896879;-1;2
-1:10.769:21.154:0.889;10.769231;21.153987;0.888731;-1;2
-1:11.667:21.154:0.933;11.666667;21.153987;0.932639;-1;2
-1:12.564:21.154:1.034;12.564103;21.153987;1.033654;-1;2
-1:13.462:21.154:1.050;13.461538;21.153987;1.050373;-1;2
-1:14.359:21.154:1.064;14.358974;21.153987;1.063693;-1;2
-1:15.256:21.154:1.087;15.25641;21.153987;1.087114;-1;2
-1:16.154:21.154:0.870;16.153846;21.153987;0.870046;-1;2
-1:17.051:21.154:-0.107;17.051282;21.153987;-0.107101;-1;2
-1:17.949:21.154:-0.296;17.948718;21.153987;-0.295813;-1;2
-1:18.846:21.154:-0.029;18.846154;21.153987;-0.028909;-1;2
-1:19.744:21.154:0.885;19.74359;21.153987;0.884731;-1;2
-1:20.641:21.154:1.035;20.641026;21.153987;1.034579;-1;2
-1:21.538:21.154:1.148;21.538462;21.153987;1.14792;-1;2
-1:22.436:21.154:1.249;22.435897;21.153987;1.249307;-1;2
-1:23.333:21.154:1.266;23.333333;21.153987;1.26611;-1;2
-1:24.231:21.154:0.558;24.230769;21.153987;0.558474;-1;2
-1:25.128:21.154:-0.275;25.128205;21.153987;-0.274869;-1;2
-1:26.026:21.154:0.655;26.025641;21.153987;0.655407;-1;2
-1:26.923:21.154:0.831;26.923077;21.153987;0.831408;-1;2
-1:27.821:21.154:0.757;27.820513;21.153987;0.757296;-1;2
-1:28.718:21.154:0.662;28.717949;21.153987;0.662063;-1;2
-1:29.615:21.154:0.573;29.615385;21.153987;0.572868;-1;2
-1:30.513:21.154:0.485;30.512821;21.153987;0.485111;-1;2
-1:31.410:21.154:0.425;31.410256;21.153987;0.425134;-1;2
-1:32.308:21.154:0.592;32.307692;21.153987;0.591902;-1;2
-1:33.205:21.154:0.470;33.205128;21.153987;0.470166;-1;2
-1:34.103:21.154:-0.038;34.102564;21.153987;-0.038361;-1;2
-1:35.000:21.154:-0.161;35;21.153987;-0.160887;-1;2
-1:0.000:21.923:-0.419;0;21.923225;-0.418554;-1;2
-1:0.897:21.923:0.023;0.897436;21.923225;0.023407;-1;2
-1:1.795:21.923:-0.306;1.794872;21.923225;-0.306267;-1;2
-1:2.692:21.923:0.309;2.692308;21.923225;0.308818;-1;2
-1:3.590:21.923:-0.005;3.589744;21.923225;-0.004869;-1;2
-1:4.487:21.923:-0.157;4.487179;21.923225;-0.157045;-1;2
-1:5.385:21.923:0.033;5.384615;21.923225;0.033038;-1;2
-1:6.282:21.923:0.453;6.282051;21.923225;0.453405;-1;2
-1:7.179:21.923:0.760;7.179487;21.923225;0.760351;-1;2
-1:8.077:21.923:0.956;8.076923;21.923225;0.95611;-1;2
-1:8.974:21.923:0.832;8.974359;21.923225;0.831879;-1;2
-1:9.872:21.923:0.844;9.871795;21.923225;0.844445;-1;2
-1:10.769:21.923:0.742;10.769231;21.923225;0.741922;-1;2
-1:11.667:21.923:1.202;11.666667;21.923225;1.202062;-1;2
-1:12.564:21.923:1.128;12.564103;21.923225;1.128175;-1;2
-1:13.462:21.923:1.119;13.461538;21.923225;1.118683;-1;2
-1:14.359:21.923:1.112;14.358974;21.923225;1.111544;-1;2
-1:15.256:21.923:1.025;15.25641;21.923225;1.024848;-1;2
-1:16.154:21.923:-0.096;16.153846;21.923225;-0.096154;-1;2
-1:17.051:21.923:-0.913;17.051282;21.923225;-0.91268;-1;2
-1:17.949:21.923:-1.049;17.948718;21.923225;-1.048559;-1;2
-1:18.846:21.923:-0.804;18.846154;21.923225;-0.803595;-1;2
-1:19.744:21.923:0.051;19.74359;21.923225;0.05148;-1;2
-1:20.641:21.923:1.006;20.641026;21.923225;1.00551;-1;2
-1:21.538:21.923:1.190;21.538462;21.923225;1.190111;-1;2
-1:22.436:21.923:1.264;22.435897;21.923225;1.264225;-1;2
-1:23.333:21.923:1.144;23.333333;21.923225;1.144239;-1;2
-1:24.231:21.923:0.763;24.230769;21.923225;0.762723;-1;2
-1:25.128:21.923:0.290;25.128205;21.923225;0.289503;-1;2
-1:26.026:21.923:0.936;26.025641;21.923225;0.936034;-1;2
-1:26.923:21.923:1.159;26.923077;21.923225;1.158797;-1;2
-1:27.821:21.923:1.097;27.820513;21.923225;1.096921;-1;2
-1:28.718:21.923:1.009;28.717949;21.923225;1.009261;-1;2
-1:29.615:21.923:0.921;29.615385;21.923225;0.920888;-1;2
-1:30.513:21.923:0.832;30.512821;21.923225;0.83177;-1;2
-1:31.410:21.923:0.747;31.410256;21.923225;0.746664;-1;2
-1:32.308:21.923:0.774;32.307692;21.923225;0.773637;-1;2
-1:33.205:21.923:0.677;33.205128;21.923225;0.677111;-1;2
-1:34.103:21.923:0.517;34.102564;21.923225;0.516961;-1;2
-1:35.000:21.923:-0.100;35;21.923225;-0.100452;-1;2
-1:0.000:22.692:-0.470;0;22.692462;-0.470262;-1;2
-1:0.897:22.692:0.468;0.897436;22.692462;0.468046;-1;2
-1:1.795:22.692:-0.063;1.794872;22.692462;-0.062982;-1;2
-1:2.692:22.692:0.297;2.692308;22.692462;0.297148;-1;2
-1:3.590:22.692:-0.363;3.589744;22.692462;-0.36344;-1;2
-1:4.487:22.692:-0.111;4.487179;22.692462;-0.110583;-1;2
-1:5.385:22.692:0.160;5.384615;22.692462;0.160429;-1;2
-1:6.282:22.692:0.418;6.282051;22.692462;0.417509;-1;2
-1:7.179:22.692:0.721;7.179487;22.692462;0.72054;-1;2
-1:8.077:22.692:0.658;8.076923;22.692462;0.658305;-1;2
-1:8.974:22.692:0.727;8.974359;22.692462;0.726614;-1;2
-1:9.872:22.692:0.723;9.871795;22.692462;0.723288;-1;2
-1:10.769:22.692:0.918;10.769231;22.692462;0.918314;-1;2
-1:11.667:22.692:1.189;11.666667;22.692462;1.1886;-1;2
-1:12.564:22.692:1.138;12.564103;22.692462;1.13801;-1;2
-1:13.462:22.692:1.138;13.461538;22.692462;1.137528;-1;2
-1:14.359:22.692:1.011;14.358974;22.692462;1.011054;-1;2
-1:15.256:22.692:0.965;15.25641;22.692462;0.965373;-1;2
-1:16.154:22.692:-0.585;16.153846;22.692462;-0.585318;-1;2
-1:17.051:22.692:-1.160;17.051282;22.692462;-1.159533;-1;2
-1:17.949:22.692:-1.349;17.948718;22.692462;-1.349067;-1;2
-1:18.846:22.692:-1.011;18.846154;22.692462;-1.010876;-1;2
-1:19.744:22.692:-0.510;19.74359;22.692462;-0.510486;-1;2
-1:20.641:22.692:0.928;20.641026;22.692462;0.928352;-1;2
-1:21.538:22.692:1.049;21.538462;22.692462;1.049353;-1;2
-1:22.436:22.692:0.930;22.435897;22.692462;0.929545;-1;2
-1:23.333:22.692:0.783;23.333333;22.692462;0.782565;-1;2
-1:24.231:22.692:0.650;24.230769;22.692462;0.649709;-1;2
-1:25.128:22.692:0.715;25.128205;22.692462;0.715028;-1;2
-1:26.026:22.692:1.121;26.025641;22.692462;1.120992;-1;2
-1:26.923:22.692:1.471;26.923077;22.692462;1.470692;-1;2
-1:27.821:22.692:1.443;27.820513;22.692462;1.44265;-1;2
-1:28.718:22.692:1.358;28.717949;22.692462;1.357841;-1;2
-1:29.615:22.692:1.269;29.615385;22.692462;1.269165;-1;2
-1:30.513:22.692:1.170;30.512821;22.692462;1.170244;-1;2
-1:31.410:22.692:0.996;31.410256;22.692462;0.996429;-1;2
-1:32.308:22.692:0.963;32.307692;22.692462;0.962828;-1;2
-1:33.205:22.692:0.769;33.205128;22.692462;0.768823;-1;2
-1:34.103:22.692:0.713;34.102564;22.692462;0.713459;-1;2
-1:35.000:22.692:-0.079;35;22.692462;-0.079459;-1;2
-1:0.000:23.462:-0.545;0;23.4617;-0.544594;-1;2
-1:0.897:23.462:0.216;0.897436;23.4617;0.215977;-1;2
-1:1.795:23.462:0.144;1.794872;23.4617;0.144499;-1;2
-1:2.692:23.462:0.511;2.692308;23.4617;0.511175;-1;2
-1:3.590:23.462:-0.214;3.589744;23.4617;-0.213793;-1;2
-1:4.487:23.462:-0.119;4.487179;23.4617;-0.119484;-1;2
-1:5.385:23.462:0.045;5.384615;23.4617;0.044808;-1;2
-1:6.282:23.462:0.279;6.282051;23.4617;0.279172;-1;2
-1:7.179:23.462:0.339;7.179487;23.4617;0.339165;-1;2
-1:8.077:23.462:0.371;8.076923;23.4617;0.370817;-1;2
-1:8.974:23.462:0.613;8.974359;23.4617;0.612972;-1;2
-1:9.872:23.462:0.633;9.871795;23.4617;0.632911;-1;2
-1:10.769:23.462:1.165;10.769231;23.4617;1.165355;-1;2
-1:11.667:23.462:0.963;11.666667;23.4617;0.962984;-1;2
-1:12.564:23.462:0.732;12.564103;23.4617;0.731777;-1;2
-1:13.462:23.462:0.861;13.461538;23.4617;0.860945;-1;2
-1:14.359:23.462:1.092;14.358974;23.4617;1.092071;-1;2
-1:15.256:23.462:0.954;15.25641;23.4617;0.954031;-1;2
-1:16.154:23.462:-0.428;16.153846;23.4617;-0.428139;-1;2
-1:17.051:23.462:-0.965;17.051282;23.4617;-0.965012;-1;2
-1:17.949:23.462:-1.249;17.948718;23.4617;-1.248567;-1;2
-1:18.846:23.462:-1.020;18.846154;23.4617;-1.019534;-1;2
-1:19.744:23.462:-0.516;19.74359;23.4617;-0.51573;-1;2
-1:20.641:23.462:0.808;20.641026;23.4617;0.808486;-1;2
-1:21.538:23.462:0.726;21.538462;23.4617;0.725655;-1;2
-1:22.436:23.462:0.405;22.435897;23.4617;0.404852;-1;2
-1:23.333:23.462:0.073;23.333333;23.4617;0.073245;-1;2
-1:24.231:23.462:0.055;24.230769;23.4617;0.054636;-1;2
-1:25.128:23.462:0.716;25.128205;23.4617;0.715759;-1;2
-1:26.026:23.462:1.236;26.025641;23.4617;1.236015;-1;2
-1:26.923:23.462:1.629;26.923077;23.4617;1.628622;-1;2
-1:27.821:23.462:1.774;27.820513;23.4617;1.773646;-1;2
-1:28.718:23.462:1.706;28.717949;23.4617;1.70593;-1;2
-1:29.615:23.462:1.617;29.615385;23.4617;1.617388;-1;2
-1:30.513:23.462:1.508;30.512821;23.4617;1.508285;-1;2
-1:31.410:23.462:1.257;31.410256;23.4617;1.256643;-1;2
-1:32.308:23.462:1.333;32.307692;23.4617;1.332982;-1;2
-1:33.205:23.462:1.175;33.205128;23.4617;1.175033;-1;2
-1:34.103:23.462:0.798;34.102564;23.4617;0.798252;-1;2
-1:35.000:23.462:-0.064;35;23.4617;-0.063723;-1;2
-1:0.000:24.231:-0.462;0;24.230937;-0.461566;-1;2
-1:0.897:24.231:0.206;0.897436;24.230937;0.205893;-1;2
-1:1.795:24.231:0.418;1.794872;24.230937;0.41802;-1;2
-1:2.692:24.231:0.701;2.692308;24.230937;0.701466;-1;2
-1:3.590:24.231:0.009;3.589744;24.230937;0.008925;-1;2
-1:4.487:24.231:-0.245;4.487179;24.230937;-0.244773;-1;2
-1:5.385:24.231:-0.007;5.384615;24.230937;-0.007426;-1;2
-1:6.282:24.231:0.150;6.282051;24.230937;0.149546;-1;2
-1:7.179:24.231:0.092;7.179487;24.230937;0.091558;-1;2
-1:8.077:24.231:0.336;8.076923;24.230937;0.335595;-1;2
-1:8.974:24.231:0.365;8.974359;24.230937;0.364846;-1;2
-1:9.872:24.231:0.832;9.871795;24.230937;0.832159;-1;2
-1:10.769:24.231:0.983;10.769231;24.230937;0.982834;-1;2
-1:11.667:24.231:0.631;11.666667;24.230937;0.63144;-1;2
-1:12.564:24.231:0.657;12.564103;24.230937;0.657204;-1;2
-1:13.462:24.231:1.033;13.461538;24.230937;1.033215;-1;2
-1:14.359:24.231:1.057;14.358974;24.230937;1.056631;-1;2
-1:15.256:24.231:0.959;15.25641;24.230937;0.959492;-1;2
-1:16.154:24.231:0.237;16.153846;24.230937;0.236776;-1;2
-1:17.051:24.231:-0.373;17.051282;24.230937;-0.372716;-1;2
-1:17.949:24.231:-0.849;17.948718;24.230937;-0.848674;-1;2
-1:18.846:24.231:-0.705;18.846154;24.230937;-0.705011;-1;2
-1:19.744:24.231:0.015;19.74359;24.230937;0.0146;-1;2
-1:20.641:24.231:0.771;20.641026;24.230937;0.771069;-1;2
-1:21.538:24.231:0.602;21.538462;24.230937;0.601816;-1;2
-1:22.436:24.231:0.305;22.435897;24.230937;0.304511;-1;2
-1:23.333:24.231:0.098;23.333333;24.230937;0.098136;-1;2
-1:24.231:24.231:0.121;24.230769;24.230937;0.121282;-1;2
-1:25.128:24.231:0.299;25.128205;24.230937;0.298929;-1;2
-1:26.026:24.231:1.223;26.025641;24.230937;1.222792;-1;2
-1:26.923:24.231:1.758;26.923077;24.230937;1.7577;-1;2
-1:27.821:24.231:2.090;27.820513;24.230937;2.089707;-1;2
-1:28.718:24.231:2.053;28.717949;24.230937;2.052527;-1;2
-1:29.615:24.231:1.965;29.615385;24.230937;1.965086;-1;2
-1:30.513:24.231:1.844;30.512821;24.230937;1.844118;-1;2
-1:31.410:24.231:1.524;31.410256;24.230937;1.52436;-1;2
-1:32.308:24.231:1.524;32.307692;24.230937;1.523818;-1;2
-1:33.205:24.231:1.400;33.205128;24.230937;1.400362;-1;2
-1:34.103:24.231:0.323;34.102564;24.230937;0.322951;-1;2
-1:35.000:24.231:0.138;35;24.230937;0.137747;-1;2
-1:0.000:25.000:0.205;0;25.000175;0.205081;-1;2
-1:0.897:25.000:-0.059;0.897436;25.000175;-0.058909;-1;2
-1:1.795:25.000:0.563;1.794872;25.000175;0.563376;-1;2
-1:2.692:25.000:0.779;2.692308;25.000175;0.778636;-1;2
-1:3.590:25.000:0.269;3.589744;25.000175;0.269174;-1;2
-1:4.487:25.000:-0.047;4.487179;25.000175;-0.047112;-1;2
-1:5.385:25.000:0.062;5.384615;25.000175;0.062114;-1;2
-1:6.282:25.000:-0.174;6.282051;25.000175;-0.173947;-1;2
-1:7.179:25.000:-0.075;7.179487;25.000175;-0.074933;-1;2
-1:8.077:25.000:0.171;8.076923;25.000175;0.170578;-1;2
-1:8.974:25.000:0.478;8.974359;25.000175;0.478015;-1;2
-1:9.872:25.000:0.734;9.871795;25.000175;0.733849;-1;2
-1:10.769:25.000:0.635;10.769231;25.000175;0.634943;-1;2
-1:11.667:25.000:0.444;11.666667;25.000175;0.443706;-1;2
-1:12.564:25.000:0.654;12.564103;25.000175;0.654299;-1;2
-1:13.462:25.000:0.895;13.461538;25.000175;0.895405;-1;2
-1:14.359:25.000:0.921;14.358974;25.000175;0.921357;-1;2
-1:15.256:25.000:1.043;15.25641;25.000175;1.043;-1;2
-1:16.154:25.000:1.232;16.153846;25.000175;1.231916;-1;2
-1:17.051:25.000:0.194;17.051282;25.000175;0.194207;-1;2
-1:17.949:25.000:-0.175;17.948718;25.000175;-0.175386;-1;2
-1:18.846:25.000:0.154;18.846154;25.000175;0.154061;-1;2
-1:19.744:25.000:0.841;19.74359;25.000175;0.841282;-1;2
-1:20.641:25.000:0.793;20.641026;25.000175;0.793266;-1;2
-1:21.538:25.000:0.548;21.538462;25.000175;0.547801;-1;2
-1:22.436:25.000:0.235;22.435897;25.000175;0.235043;-1;2
-1:23.333:25.000:-0.006;23.333333;25.000175;-0.006413;-1;2
-1:24.231:25.000:0.001;24.230769;25.000175;0.000506;-1;2
-1:25.128:25.000:0.580;25.128205;25.000175;0.579843;-1;2
-1:26.026:25.000:0.916;26.025641;25.000175;0.91593;-1;2
-1:26.923:25.000:1.794;26.923077;25.000175;1.794163;-1;2
-1:27.821:25.000:2.264;27.820513;25.000175;2.264288;-1;2
-1:28.718:25.000:2.385;28.717949;25.000175;2.385341;-1;2
-1:29.615:25.000:2.308;29.615385;25.000175;2.307841;-1;2
-1:30.513:25.000:2.149;30.512821;25.000175;2.148761;-1;2
-1:31.410:25.000:1.898;31.410256;25.000175;1.898438;-1;2
-1:32.308:25.000:1.810;32.307692;25.000175;1.809618;-1;2
-1:33.205:25.000:1.811;33.205128;25.000175;1.810832;-1;2
-1:34.103:25.000:2.712;34.102564;25.000175;2.711763;-1;2
-1:35.000:25.000:2.803;35;25.000175;2.803049;-1;2
-1:0.000:25.769:0.216;0;25.769412;0.215517;-1;2
-1:0.897:25.769:-0.042;0.897436;25.769412;-0.042485;-1;2
-1:1.795:25.769:0.829;1.794872;25.769412;0.829258;-1;2
-1:2.692:25.769:0.738;2.692308;25.769412;0.738353;-1;2
-1:3.590:25.769:0.533;3.589744;25.769412;0.533442;-1;2
-1:4.487:25.769:0.299;4.487179;25.769412;0.29937;-1;2
-1:5.385:25.769:0.380;5.384615;25.769412;0.379912;-1;2
-1:6.282:25.769:0.088;6.282051;25.769412;0.088153;-1;2
-1:7.179:25.769:-0.136;7.179487;25.769412;-0.136435;-1;2
-1:8.077:25.769:0.129;8.076923;25.769412;0.129311;-1;2
-1:8.974:25.769:0.455;8.974359;25.769412;0.455464;-1;2
-1:9.872:25.769:0.456;9.871795;25.769412;0.455786;-1;2
-1:10.769:25.769:0.511;10.769231;25.769412;0.510628;-1;2
-1:11.667:25.769:0.460;11.666667;25.769412;0.460235;-1;2
-1:12.564:25.769:0.731;12.564103;25.769412;0.731393;-1;2
-1:13.462:25.769:0.697;13.461538;25.769412;0.697084;-1;2
-1:14.359:25.769:0.781;14.358974;25.769412;0.781314;-1;2
-1:15.256:25.769:1.012;15.25641;25.769412;1.012129;-1;2
-1:16.154:25.769:1.408;16.153846;25.769412;1.408268;-1;2
-1:17.051:25.769:1.330;17.051282;25.769412;1.329616;-1;2
-1:17.949:25.769:1.078;17.948718;25.769412;1.078324;-1;2
-1:18.846:25.769:0.979;18.846154;25.769412;0.978938;-1;2
-1:19.744:25.769:0.956;19.74359;25.769412;0.956165;-1;2
-1:20.641:25.769:0.799;20.641026;25.769412;0.799011;-1;2
-1:21.538:25.769:0.418;21.538462;25.769412;0.417722;-1;2
-1:22.436:25.769:0.167;22.435897;25.769412;0.167147;-1;2
-1:23.333:25.769:-0.041;23.333333;25.769412;-0.040862;-1;2
-1:24.231:25.769:0.141;24.230769;25.769412;0.141467;-1;2
-1:25.128:25.769:0.535;25.128205;25.769412;0.53539;-1;2
-1:26.026:25.769:1.147;26.025641;25.769412;1.147086;-1;2
-1:26.923:25.769:1.722;26.923077;25.769412;1.722092;-1;2
-1:27.821:25.769:2.360;27.820513;25.769412;2.359559;-1;2
-1:28.718:25.769:2.700;28.717949;25.769412;2.699881;-1;2
-1:29.615:25.769:2.644;29.615385;25.769412;2.644034;-1;2
-1:30.513:25.769:2.402;30.512821;25.769412;2.402329;-1;2
-1:31.410:25.769:2.172;31.410256;25.769412;2.172015;-1;2
-1:32.308:25.769:2.089;32.307692;25.769412;2.088718;-1;2
-1:33.205:25.769:1.916;33.205128;25.769412;1.916451;-1;2
-1:34.103:25.769:2.967;34.102564;25.769412;2.966776;-1;2
-1:35.000:25.769:3.080;35;25.769412;3.079838;-1;2
-1:0.000:26.539:-0.205;0;26.53865;-0.205444;-1;2
-1:0.897:26.539:0.112;0.897436;26.53865;0.111724;-1;2
-1:1.795:26.539:1.052;1.794872;26.53865;1.051566;-1;2
